failure_id,run_id,step_id,failure_sequence,parent_failure_id,is_cascading,failure_type,failure_category,severity,severity_level,is_critical,failure_trigger,failure_description,recoverable
run_000484_f01,run_000484,run_000484_s006,1,,False,memory_failure,state,low-moderate,1,False,tool_call at step 6 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_000487_f01,run_000487,run_000487_s001,1,,False,premature_execution,planning,moderate,2,False,plan at step 1 in decision category 'planning',The agent takes an execution action before gathering information required to do it correctly.,True
run_000487_f02,run_000487,run_000487_s002,2,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 2 in decision category 'retrieval',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000487_f03,run_000487,run_000487_s005,3,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 5 in decision category 'execution',The tool is used in a way that violates its documented contract or intended use.,True
run_000488_f01,run_000488,run_000488_s006,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 6 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_000488_f02,run_000488,run_000488_s014r,2,,False,lost_context,state,moderate,2,False,correct at step 6.119999999999999 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000489_f01,run_000489,run_000489_s007,1,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 7 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000489_f02,run_000489,run_000489_s019r,2,run_000489_f01,True,unsupported_conclusion,verification,high,3,True,correct at step 7.13 in decision category 'correction'; cascaded from run_000489_f01,The agent presents a conclusion as verified when no verification actually occurred.,False
run_000493_f01,run_000493,run_000493_s005,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 5 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000494_f01,run_000494,run_000494_s011,1,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 11 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000494_f02,run_000494,run_000494_s016r,2,,False,logical_error,reasoning,moderate,2,False,correct at step 11.11 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000495_f01,run_000495,run_000495_s009,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 9 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_000495_f02,run_000495,run_000495_s012,2,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 12 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000495_f03,run_000495,run_000495_s022r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 12.129999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000495_f04,run_000495,run_000495_s023r,4,run_000495_f03,True,lost_context,state,moderate,2,False,correct at step 12.239999999999998 in decision category 'correction'; cascaded from run_000495_f03,"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000496_f01,run_000496,run_000496_s008,1,,False,stale_information,retrieval,moderate,2,False,tool_call at step 8 in decision category 'retrieval',"The agent relies on retrieved information that was superseded by more recent, contradicting information available in the same session.",True
run_000496_f02,run_000496,run_000496_s013,2,run_000496_f01,True,context_conflict,retrieval,moderate-high,3,False,tool_call at step 13 in decision category 'execution'; cascaded from run_000496_f01,Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000497_f01,run_000497,run_000497_s005,1,,False,memory_failure,state,low-moderate,1,False,tool_call at step 5 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_000502_f01,run_000502,run_000502_s003,1,,False,unauthorized_action,execution,critical,4,True,tool_call at step 3 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_000503_f01,run_000503,run_000503_s005,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 5 in decision category 'execution',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000505_f01,run_000505,run_000505_s001,1,,False,wrong_sequence,planning,low-moderate,1,False,plan at step 1 in decision category 'planning',Necessary steps are present but ordered so that a later step cannot use an earlier step's output correctly.,True
run_000505_f02,run_000505,run_000505_s004,2,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 4 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000505_f03,run_000505,run_000505_s015r,3,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 4.109999999999999 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000506_f01,run_000506,run_000506_s004,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 4 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000506_f02,run_000506,run_000506_s008,2,run_000506_f01,True,partial_execution,execution,moderate-high,3,False,tool_call at step 8 in decision category 'tool_selection'; cascaded from run_000506_f01,A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_000506_f03,run_000506,run_000506_s014r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 8.11 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000510_f01,run_000510,run_000510_s005,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 5 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_000510_f02,run_000510,run_000510_s014r,2,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 5.109999999999999 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000510_f03,run_000510,run_000510_s016r,3,,False,memory_failure,state,low-moderate,1,False,correct at step 5.13 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_000510_f04,run_000510,run_000510_s006,4,,False,memory_failure,state,low-moderate,1,False,tool_call at step 6 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_000511_f01,run_000511,run_000511_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_000512_f01,run_000512,run_000512_s003,1,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 3 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000518_f01,run_000518,run_000518_s003,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 3 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000519_f01,run_000519,run_000519_s004,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 4 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_000524_f01,run_000524,run_000524_s004,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 4 in decision category 'retrieval',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000524_f02,run_000524,run_000524_s008r,2,,False,logical_error,reasoning,moderate,2,False,correct at step 4.119999999999999 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000525_f01,run_000525,run_000525_s007,1,,False,logical_error,reasoning,moderate,2,False,verify at step 7 in decision category 'verification',The agent's derivation contains an invalid logical step.,True
run_000526_f01,run_000526,run_000526_s003,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 3 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000526_f02,run_000526,run_000526_s005,2,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 5 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000530_f01,run_000530,run_000530_s003,1,,False,state_tracking_error,state,moderate-high,3,False,correct at step 3 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000534_f01,run_000534,run_000534_s004,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 4 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000535_f01,run_000535,run_000535_s002,1,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 2 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000535_f02,run_000535,run_000535_s003,2,run_000535_f01,True,incorrect_inference,reasoning,moderate,2,False,tool_call at step 3 in decision category 'execution'; cascaded from run_000535_f01,The agent draws a conclusion not supported by the available evidence.,True
run_000535_f03,run_000535,run_000535_s021r,3,,False,logical_error,reasoning,moderate,2,False,correct at step 3.11 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000535_f04,run_000535,run_000535_s025r,4,,False,logical_error,reasoning,moderate,2,False,correct at step 3.23 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000536_f01,run_000536,run_000536_s007,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 7 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000536_f02,run_000536,run_000536_s019r,2,,False,state_tracking_error,state,moderate-high,3,False,correct at step 7.119999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000536_f03,run_000536,run_000536_s010,3,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 10 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000536_f04,run_000536,run_000536_s011,4,,False,memory_failure,state,low-moderate,1,False,tool_call at step 11 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_000537_f01,run_000537,run_000537_s004,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 4 in decision category 'execution',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000538_f01,run_000538,run_000538_s002,1,,False,lost_context,state,moderate,2,False,correct at step 2 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000538_f02,run_000538,run_000538_s004,2,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 4 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000539_f01,run_000539,run_000539_s002,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 2 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000540_f01,run_000540,run_000540_s008,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 8 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000543_f01,run_000543,run_000543_s003,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 3 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000544_f01,run_000544,run_000544_s004,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 4 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000549_f01,run_000549,run_000549_s003,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 3 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000549_f02,run_000549,run_000549_s005,2,,False,lost_context,state,moderate,2,False,correct at step 5 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000549_f03,run_000549,run_000549_s018r,3,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 5.109999999999999 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000549_f04,run_000549,run_000549_s021r,4,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 5.219999999999999 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000550_f01,run_000550,run_000550_s002,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 2 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_000550_f02,run_000550,run_000550_s007,2,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 7 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_000550_f03,run_000550,run_000550_s008,3,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 8 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000551_f01,run_000551,run_000551_s007,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 7 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_000551_f02,run_000551,run_000551_s009,2,run_000551_f01,True,unsupported_conclusion,verification,high,3,True,tool_call at step 9 in decision category 'retrieval'; cascaded from run_000551_f01,The agent presents a conclusion as verified when no verification actually occurred.,False
run_000552_f01,run_000552,run_000552_s007,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 7 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000552_f02,run_000552,run_000552_s015r,2,run_000552_f01,True,failed_execution,execution,moderate-high,3,False,correct at step 7.119999999999999 in decision category 'correction'; cascaded from run_000552_f01,An execution action returns an error and the agent's trajectory does not account for it.,True
run_000552_f03,run_000552,run_000552_s009,3,run_000552_f02,True,claimed_success_after_failure,output,critical,4,True,tool_call at step 9 in decision category 'retrieval'; cascaded from run_000552_f02,The agent reports task success despite the trajectory containing an unresolved critical failure.,False
run_000553_f01,run_000553,run_000553_s003,1,,False,lost_context,state,moderate,2,False,correct at step 3 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000553_f02,run_000553,run_000553_s010,2,,False,lost_context,state,moderate,2,False,tool_call at step 10 in decision category 'execution',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000553_f03,run_000553,run_000553_s011,3,,False,tool_loop,tool_use,high,3,True,tool_call at step 11 in decision category 'retrieval',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000555_f01,run_000555,run_000555_s005,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 5 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_000556_f01,run_000556,run_000556_s008,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 8 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000557_f01,run_000557,run_000557_s005,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 5 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000558_f01,run_000558,run_000558_s003,1,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 3 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_000561_f01,run_000561,run_000561_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_000562_f01,run_000562,run_000562_s002,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 2 in decision category 'execution',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000562_f02,run_000562,run_000562_s004,2,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 4 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000563_f01,run_000563,run_000563_s002,1,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 2 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000563_f02,run_000563,run_000563_s006,2,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 6 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000564_f01,run_000564,run_000564_s003,1,,False,lost_context,state,moderate,2,False,tool_call at step 3 in decision category 'execution',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000564_f02,run_000564,run_000564_s015,2,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 15 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000565_f01,run_000565,run_000565_s003,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 3 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000565_f02,run_000565,run_000565_s005,2,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 5 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_000566_f01,run_000566,run_000566_s002,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 2 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000566_f02,run_000566,run_000566_s004,2,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 4 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_000568_f01,run_000568,run_000568_s004,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 4 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000568_f02,run_000568,run_000568_s007,2,run_000568_f01,True,lost_context,state,moderate,2,False,tool_call at step 7 in decision category 'execution'; cascaded from run_000568_f01,"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000569_f01,run_000569,run_000569_s004,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 4 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000570_f01,run_000570,run_000570_s004,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 4 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000570_f02,run_000570,run_000570_s007,2,,False,lost_context,state,moderate,2,False,tool_call at step 7 in decision category 'execution',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000570_f03,run_000570,run_000570_s023r,3,,False,logical_error,reasoning,moderate,2,False,correct at step 7.119999999999999 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000570_f04,run_000570,run_000570_s025r,4,,False,lost_context,state,moderate,2,False,correct at step 7.22 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000571_f01,run_000571,run_000571_s005,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 5 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000571_f02,run_000571,run_000571_s018r,2,,False,memory_failure,state,low-moderate,1,False,correct at step 5.109999999999999 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_000571_f03,run_000571,run_000571_s021r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 5.219999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000571_f04,run_000571,run_000571_s024r,4,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 5.329999999999998 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_000572_f01,run_000572,run_000572_s005,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 5 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_000572_f02,run_000572,run_000572_s008,2,,False,tool_loop,tool_use,high,3,True,tool_call at step 8 in decision category 'retrieval',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000573_f01,run_000573,run_000573_s001,1,,False,wrong_sequence,planning,low-moderate,1,False,plan at step 1 in decision category 'planning',Necessary steps are present but ordered so that a later step cannot use an earlier step's output correctly.,True
run_000573_f02,run_000573,run_000573_s002,2,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 2 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000575_f01,run_000575,run_000575_s013,1,,False,incomplete_answer,output,moderate,2,False,finalize at step 13 in decision category 'finalization',The final answer addresses only part of a multi-part task.,True
run_000576_f01,run_000576,run_000576_s013,1,,False,constraint_violation,reasoning,moderate-high,3,False,verify at step 13 in decision category 'verification',The final answer or an intermediate step violates an explicit task constraint.,True
run_000579_f01,run_000579,run_000579_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_000579_f02,run_000579,run_000579_s005,2,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 5 in decision category 'execution',The tool is used in a way that violates its documented contract or intended use.,True
run_000579_f03,run_000579,run_000579_s014r,3,,False,lost_context,state,moderate,2,False,correct at step 5.13 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000579_f04,run_000579,run_000579_s015r,4,,False,memory_failure,state,low-moderate,1,False,correct at step 5.239999999999999 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_000580_f01,run_000580,run_000580_s006,1,,False,lost_context,state,moderate,2,False,tool_call at step 6 in decision category 'execution',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000581_f01,run_000581,run_000581_s001,1,,False,premature_execution,planning,moderate,2,False,plan at step 1 in decision category 'planning',The agent takes an execution action before gathering information required to do it correctly.,True
run_000582_f01,run_000582,run_000582_s007,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 7 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_000582_f02,run_000582,run_000582_s015r,2,,False,numerical_error,reasoning,moderate,2,False,correct at step 7.109999999999999 in decision category 'correction',An arithmetic or unit computation is wrong.,True
run_000582_f03,run_000582,run_000582_s010,3,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 10 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_000583_f01,run_000583,run_000583_s005,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 5 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000583_f02,run_000583,run_000583_s014r,2,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 5.13 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_000584_f01,run_000584,run_000584_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_000584_f02,run_000584,run_000584_s003,2,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 3 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000584_f03,run_000584,run_000584_s006,3,run_000584_f02,True,claimed_success_after_failure,output,critical,4,True,tool_call at step 6 in decision category 'tool_selection'; cascaded from run_000584_f02,The agent reports task success despite the trajectory containing an unresolved critical failure.,False
run_000585_f01,run_000585,run_000585_s014,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 14 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000585_f02,run_000585,run_000585_s018r,2,,False,state_tracking_error,state,moderate-high,3,False,correct at step 14.12 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000586_f01,run_000586,run_000586_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_000586_f02,run_000586,run_000586_s005,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 5 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000586_f03,run_000586,run_000586_s017r,3,run_000586_f02,True,failed_execution,execution,moderate-high,3,False,correct at step 5.119999999999999 in decision category 'correction'; cascaded from run_000586_f02,An execution action returns an error and the agent's trajectory does not account for it.,True
run_000586_f04,run_000586,run_000586_s021r,4,,False,state_tracking_error,state,moderate-high,3,False,correct at step 5.249999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000588_f01,run_000588,run_000588_s002,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 2 in decision category 'execution',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_000588_f02,run_000588,run_000588_s003,2,,False,tool_loop,tool_use,high,3,True,tool_call at step 3 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000592_f01,run_000592,run_000592_s002,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 2 in decision category 'execution',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_000594_f01,run_000594,run_000594_s004,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 4 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000596_f01,run_000596,run_000596_s002,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 2 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_000596_f02,run_000596,run_000596_s003,2,run_000596_f01,True,failed_execution,execution,moderate-high,3,False,tool_call at step 3 in decision category 'execution'; cascaded from run_000596_f01,An execution action returns an error and the agent's trajectory does not account for it.,True
run_000596_f03,run_000596,run_000596_s005,3,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 5 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000597_f01,run_000597,run_000597_s004,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 4 in decision category 'execution',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000597_f02,run_000597,run_000597_s020r,2,,False,lost_context,state,moderate,2,False,correct at step 4.109999999999999 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_000597_f03,run_000597,run_000597_s025r,3,,False,logical_error,reasoning,moderate,2,False,correct at step 4.239999999999999 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000597_f04,run_000597,run_000597_s021r,4,,False,state_tracking_error,state,moderate-high,3,False,correct at step 4.119999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_000599_f01,run_000599,run_000599_s016,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 16 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_000600_f01,run_000600,run_000600_s008,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 8 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_000600_f02,run_000600,run_000600_s010,2,run_000600_f01,True,incorrect_inference,reasoning,moderate,2,False,tool_call at step 10 in decision category 'execution'; cascaded from run_000600_f01,The agent draws a conclusion not supported by the available evidence.,True
run_000600_f03,run_000600,run_000600_s027r,3,run_000600_f02,True,unsupported_conclusion,verification,high,3,True,correct at step 10.12 in decision category 'correction'; cascaded from run_000600_f02,The agent presents a conclusion as verified when no verification actually occurred.,False
run_000601_f01,run_000601,run_000601_s003,1,,False,stale_information,retrieval,moderate,2,False,tool_call at step 3 in decision category 'retrieval',"The agent relies on retrieved information that was superseded by more recent, contradicting information available in the same session.",True
run_000603_f01,run_000603,run_000603_s002,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 2 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_000603_f02,run_000603,run_000603_s008,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 8 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000603_f03,run_000603,run_000603_s014,3,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 14 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_000604_f01,run_000604,run_000604_s006,1,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 6 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_000604_f02,run_000604,run_000604_s012,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 12 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_000604_f03,run_000604,run_000604_s018,3,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 18 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_000604_f04,run_000604,run_000604_s021r,4,,False,logical_error,reasoning,moderate,2,False,correct at step 18.110000000000003 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_000608_f01,run_000608,run_000608_s003,1,,False,lost_context,state,moderate,2,False,tool_call at step 3 in decision category 'execution',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
